year,respondent_id,weight,gender,age,education,income_quintile,employment_status,area_type,has_account,has_bank_account,has_mobile_money,has_digital_account,did_save,did_borrow,owns_mobile_phone,uses_internet,receives_pension,receives_remittances,any_digital_payment
2021,119883259,0.619906336463179,Male,20.0,Secondary,5,1,Urban,0,0,0,,0,0,1.0,1,4,4.0,0
2021,188262205,1.91220643720015,Female,30.0,Secondary,4,1,Urban,0,0,0,,1,1,1.0,2,4,3.0,0
2021,130758667,0.652444517207521,Male,50.0,Primary or less,4,0,Urban,0,0,0,,0,1,1.0,2,4,6.0,0
2021,134698377,0.785150924080756,Female,16.0,Secondary,2,1,Rural,0,0,0,,1,1,0.0,2,4,5.0,0
2021,154917656,0.406615797982485,Female,35.0,Secondary,5,1,Urban,1,1,1,,1,1,1.0,1,4,1.0,1
2021,199139297,0.583410898060166,Male,28.0,Secondary,2,0,Urban,0,0,0,,0,0,1.0,2,4,1.0,0
2021,164056810,0.883302819866038,Female,21.0,Secondary,5,1,Urban,0,0,0,,1,1,1.0,1,4,3.0,0
2021,170489788,0.544062430466107,Female,33.0,Primary or less,4,1,Rural,0,0,0,,0,0,1.0,2,4,1.0,0
2021,112227999,1.16623384773119,Male,17.0,Secondary,5,0,Urban,0,0,0,,1,0,0.0,2,4,5.0,0
2021,164447647,0.266955458856948,Male,20.0,Tertiary+,4,1,Urban,1,0,1,,1,1,1.0,2,4,5.0,1
2021,196772578,0.819703829017188,Male,58.0,Primary or less,4,0,Rural,0,0,0,,0,0,0.0,2,4,5.0,0
2021,114881182,1.16682179612033,Male,31.0,Secondary,4,1,Urban,1,0,1,,1,1,1.0,1,4,1.0,1
2021,135560618,1.76660563973208,Female,18.0,Secondary,5,1,Urban,1,0,1,,1,0,1.0,1,4,1.0,1
2021,136167079,0.512452749384893,Male,26.0,Tertiary+,5,1,Urban,1,1,1,,1,1,1.0,1,4,1.0,1
2021,134301103,1.56591392370738,Male,22.0,Primary or less,3,0,Rural,0,0,0,,0,0,0.0,2,4,5.0,0
2021,146558396,0.472761150166896,Female,25.0,Secondary,5,1,Urban,0,0,0,,1,1,0.0,1,4,3.0,0
2021,191248787,0.583116923865593,Male,19.0,Primary or less,4,1,Rural,1,0,1,,0,1,1.0,1,4,1.0,1
2021,147328123,0.974705623887698,Male,23.0,Secondary,5,1,Rural,1,0,1,,1,0,1.0,1,4,5.0,1
2021,179207958,2.41674448324739,Male,44.0,Primary or less,1,1,Rural,1,1,1,,1,1,1.0,1,2,1.0,1
2021,207461032,0.636373358624434,Female,63.0,Secondary,4,0,Urban,1,1,0,,0,0,0.0,2,4,1.0,1
2021,129378094,0.579607608878103,Male,42.0,Secondary,3,1,Urban,1,1,0,,1,0,1.0,1,4,3.0,0
2021,207686826,0.266955458856948,Female,20.0,Secondary,3,0,Urban,1,0,1,,1,0,1.0,1,4,2.0,1
2021,162596774,0.266955458856948,Male,29.0,Secondary,2,1,Rural,0,0,0,,1,1,1.0,2,4,1.0,0
2021,199771352,1.01123618019094,Female,48.0,Secondary,3,1,Urban,1,1,1,,1,0,1.0,1,4,5.0,1
2021,194295832,0.911767641863919,Female,20.0,Secondary,4,1,Urban,1,1,0,,0,0,0.0,2,4,5.0,1
2021,113837785,0.266955458856948,Female,36.0,Tertiary+,5,1,Urban,1,1,1,,1,1,1.0,1,4,1.0,1
2021,144475020,0.266955458856948,Female,32.0,Secondary,5,1,Urban,1,1,1,,0,1,1.0,1,4,1.0,1
2021,118079323,0.509899534466739,Female,40.0,Primary or less,1,1,Rural,0,0,0,,0,0,0.0,2,4,5.0,0
2021,143477877,1.29600892933285,Female,15.0,Secondary,2,1,Urban,0,0,0,,1,0,1.0,1,4,5.0,0
2021,113281188,1.72801190577713,Female,17.0,Secondary,5,1,Urban,0,0,0,,0,0,0.0,1,4,3.0,0
2021,196484285,1.4911022594065,Male,29.0,Secondary,5,0,Urban,1,0,1,,0,0,1.0,1,4,1.0,1
2021,138127893,0.519784856332246,Male,25.0,Secondary,3,1,Rural,1,0,1,,1,1,1.0,2,4,1.0,1
2021,123138365,0.818986312623406,Female,27.0,Secondary,4,1,Urban,1,1,1,,1,0,0.0,2,4,1.0,1
2021,124769636,0.266955458856948,Male,43.0,Secondary,4,1,Urban,0,0,0,,0,0,1.0,1,4,5.0,0
2021,156987796,0.472761150166896,Female,27.0,Secondary,5,1,Urban,1,1,1,,0,1,1.0,2,1,2.0,1
2021,207892386,1.95221645267979,Male,45.0,Primary or less,3,0,Rural,1,0,1,,0,1,0.0,2,4,4.0,1
2021,136893059,0.736862324820991,Male,30.0,Primary or less,1,0,Rural,0,0,0,,0,1,0.0,2,4,5.0,0
2021,209720944,0.662706090448953,Male,32.0,Secondary,4,1,Urban,0,0,0,,1,1,1.0,1,4,1.0,0
2021,166605144,0.390443290535958,Male,53.0,Primary or less,5,0,Rural,0,0,0,,1,1,0.0,2,4,5.0,0
2021,177018289,0.369463561498803,Female,30.0,Secondary,3,1,Rural,1,0,1,,1,1,1.0,1,4,1.0,1
2021,113819982,2.6033597164363,Male,21.0,Primary or less,5,1,Urban,1,0,1,,0,1,1.0,1,4,1.0,1
2021,208395778,1.00390867897499,Male,43.0,Secondary,4,0,Urban,1,0,1,,0,0,1.0,2,4,5.0,1
2021,126695683,0.596440903762601,Male,34.0,Secondary,5,1,Urban,1,0,1,,0,0,1.0,1,4,2.0,1
2021,117824551,0.539008753995635,Male,48.0,Secondary,4,1,Rural,1,0,1,,1,1,1.0,1,4,1.0,1
2021,150898669,1.04941225444597,Female,36.0,Primary or less,2,1,Rural,0,0,0,,0,1,1.0,2,4,5.0,0
2021,143419904,0.63207560281192,Male,52.0,,5,1,Urban,1,1,1,,1,1,1.0,1,4,1.0,1
2021,117070943,0.611548175294804,Male,28.0,Primary or less,3,1,Rural,0,0,0,,0,1,1.0,2,4,3.0,0
2021,204248183,1.62762643926787,Male,28.0,Primary or less,4,1,Rural,0,0,0,,0,0,1.0,2,4,3.0,0
2021,144899581,1.12457601158014,Female,26.0,Secondary,2,0,Urban,1,0,1,,1,1,1.0,2,4,1.0,1
2021,129230048,2.32928589996873,Male,31.0,Primary or less,4,0,Rural,1,0,1,,0,1,1.0,2,4,1.0,1
2021,164370914,0.505946697847479,Female,20.0,Secondary,5,1,Urban,1,1,1,,1,0,1.0,1,4,1.0,1
2021,139042314,0.353960525770217,Female,44.0,Secondary,5,1,Rural,1,1,1,,1,1,1.0,1,4,1.0,1
2021,170230778,0.782956961853692,Male,20.0,Primary or less,1,0,Rural,0,0,0,,0,1,0.0,2,4,5.0,0
2021,144809918,0.752931509231241,Male,35.0,Primary or less,2,1,Urban,1,0,1,,1,1,1.0,2,4,1.0,1
2021,145500361,1.12294909495285,Female,23.0,Secondary,4,1,Rural,1,0,1,,1,1,1.0,1,4,1.0,1
2021,136906989,2.28495482694092,Female,70.0,Primary or less,1,0,Rural,0,0,0,,0,1,0.0,3,4,5.0,0
2021,192605184,0.3390253946243,Male,24.0,Secondary,5,0,Rural,1,1,1,,1,1,1.0,1,4,1.0,1
2021,169481075,1.15719802786907,Male,31.0,Primary or less,2,1,Rural,0,0,0,,0,1,0.0,2,4,5.0,0
2021,138247867,0.266955458856948,Female,30.0,Secondary,5,0,Rural,1,0,1,,0,1,1.0,1,4,1.0,1
2021,133899957,2.03959813786696,Female,42.0,Primary or less,4,1,Rural,0,0,0,,0,1,1.0,2,4,5.0,0
2021,180963308,0.363006253440392,Male,17.0,Secondary,4,0,Urban,1,0,1,,1,1,1.0,1,4,1.0,1
2021,203976794,0.266955458856948,Female,39.0,Secondary,5,1,Urban,1,0,1,,1,0,1.0,1,4,1.0,1
2021,186422263,0.57123870673523,Female,66.0,Primary or less,4,0,Rural,1,1,0,,1,1,0.0,2,4,5.0,0
2021,187929094,0.266955458856948,Female,27.0,Secondary,5,1,Urban,1,1,1,,1,1,1.0,1,4,1.0,1
2021,187274358,0.291558461932796,Male,16.0,Secondary,4,1,Urban,1,0,1,,1,1,0.0,2,4,5.0,1
2021,187502381,0.678392623667206,Male,32.0,Secondary,5,1,Urban,1,0,1,,0,0,1.0,1,4,2.0,1
2021,195082256,0.569742605310156,Female,50.0,Primary or less,5,0,Rural,1,0,1,,0,0,0.0,2,4,5.0,1
2021,199861111,1.19980943118504,Female,35.0,Tertiary+,5,1,Urban,1,1,1,,1,0,1.0,1,4,1.0,1
2021,175302053,1.13751384719961,Female,43.0,Secondary,3,0,Urban,1,0,1,,0,0,1.0,1,4,1.0,1
2021,115127914,0.476160348748599,Female,26.0,Secondary,3,1,Urban,1,1,1,,1,1,1.0,1,4,1.0,1
2021,146990698,2.68811035350438,Female,26.0,Primary or less,2,1,Rural,0,0,0,,0,1,1.0,2,4,5.0,0
2021,124894969,1.9860057189214,Female,16.0,Secondary,4,0,Rural,0,0,0,,0,0,0.0,2,4,5.0,0
2021,179524960,0.281664745069387,Male,23.0,Primary or less,1,1,Rural,0,0,0,,0,0,0.0,2,4,5.0,0
2021,175762408,0.805692665842827,Male,15.0,Secondary,4,1,Urban,0,0,0,,1,1,1.0,1,4,3.0,0
2021,165613959,0.472761150166896,Female,30.0,Secondary,5,1,Urban,1,1,1,,1,1,1.0,1,4,1.0,1
2021,186031152,1.09752699498932,Male,38.0,Primary or less,3,1,Rural,0,0,0,,0,1,0.0,2,4,5.0,0
2021,150290848,0.748632729968563,Female,23.0,Secondary,4,0,Rural,1,0,1,,0,1,1.0,1,4,1.0,1
2021,118189602,0.62991518311647,Male,35.0,Primary or less,5,0,Urban,1,0,1,,1,1,1.0,1,4,5.0,1
2021,209116217,0.583410898060166,Male,26.0,Secondary,4,0,Urban,1,0,1,,1,1,1.0,1,4,1.0,1
2021,202771884,1.1392620380364,Female,39.0,Secondary,3,1,Urban,1,1,1,,1,1,1.0,2,4,1.0,1
2021,139175002,1.19492419104781,Female,19.0,Secondary,5,1,Urban,0,0,0,,0,0,0.0,1,4,5.0,0
2021,185680069,0.339196311833603,Male,30.0,Secondary,3,1,Urban,1,1,1,,0,1,1.0,1,4,5.0,1
2021,197939834,0.322743977900777,Male,27.0,Secondary,5,1,Urban,1,0,1,,1,1,1.0,1,4,5.0,1
2021,186995247,0.722072343348338,Male,24.0,Secondary,3,1,Urban,0,0,0,,0,0,1.0,1,4,5.0,0
2021,170914045,0.346771984300697,Male,30.0,Tertiary+,5,1,Urban,1,1,0,,1,1,1.0,1,4,3.0,1
2021,187097345,0.811584614897426,Male,28.0,Primary or less,3,1,Rural,0,0,0,,0,1,1.0,2,4,5.0,0
2021,183803465,3.00413110804992,Female,17.0,Primary or less,3,1,Rural,1,1,1,,1,1,1.0,1,4,1.0,1
2021,125615341,0.356465276623707,Female,30.0,,4,1,Rural,1,1,0,,1,1,1.0,2,4,5.0,0
2021,125530579,0.266955458856948,Male,20.0,Secondary,5,0,Urban,1,1,1,,1,1,1.0,1,4,1.0,1
2021,121676674,0.380343876280836,Male,29.0,Secondary,5,1,Urban,1,0,1,,1,1,1.0,1,4,1.0,1
2021,130334281,2.68811035350438,Female,30.0,Primary or less,1,1,Rural,0,0,0,,0,0,0.0,2,4,5.0,0
2021,129486507,0.868967225251401,Male,41.0,Secondary,3,1,Urban,1,1,0,,1,1,1.0,1,4,1.0,1
2021,164872861,1.62627951757995,Female,34.0,Secondary,5,1,Urban,0,0,0,,1,1,1.0,1,4,1.0,0
2021,124365574,0.596440903762601,Male,30.0,Secondary,5,1,Urban,1,1,1,,1,1,1.0,1,1,1.0,1
2021,121494293,0.57123870673523,Female,77.0,Primary or less,1,1,Rural,0,0,0,,1,1,0.0,2,4,5.0,0
2021,120371028,0.682508308319769,Female,41.0,Secondary,4,1,Rural,1,1,0,,1,1,1.0,2,4,1.0,1
2021,142495627,3.00413110804992,Male,28.0,Primary or less,3,0,Urban,0,0,0,,1,1,1.0,1,4,3.0,0
2021,156660364,2.88107928380859,Female,16.0,Primary or less,2,0,Rural,0,0,0,,0,0,0.0,2,4,5.0,0
2021,149366852,1.32699115188294,Male,64.0,Secondary,5,0,Urban,1,0,1,,1,1,1.0,1,4,1.0,1
2021,159198240,2.2082570496651,Female,15.0,Secondary,2,1,Urban,0,0,0,,1,0,0.0,2,4,5.0,0
2021,160484679,0.291558461932796,Male,21.0,Secondary,2,1,Urban,1,1,0,,1,1,0.0,2,4,1.0,1
2021,157901025,0.483319884162175,Female,27.0,Secondary,5,1,Urban,1,1,1,,1,1,1.0,1,4,1.0,1
2021,157654634,1.13260356045816,Male,25.0,Secondary,2,1,Urban,0,0,0,,1,1,1.0,2,4,3.0,0
2021,192016603,0.266955458856948,Male,33.0,Secondary,5,1,Urban,0,0,0,,0,1,1.0,2,4,5.0,0
2021,200658196,0.736862324820991,Male,26.0,Primary or less,3,1,Rural,1,1,1,,1,1,1.0,2,4,5.0,1
2021,191190821,2.15018299155062,Male,50.0,Primary or less,3,0,Rural,0,0,0,,0,0,0.0,2,4,5.0,0
2021,119958296,0.588863193060567,Female,20.0,Primary or less,4,1,Rural,0,0,0,,1,1,0.0,2,4,5.0,0
2021,152441913,0.325733323150839,Female,23.0,Secondary,5,1,Rural,0,0,0,,0,0,1.0,2,4,5.0,0
2021,136003536,0.807426123722552,Female,39.0,Secondary,4,0,Urban,1,1,1,,1,1,1.0,1,4,1.0,1
2021,191574822,0.563329490138774,Male,18.0,Primary or less,3,1,Rural,0,0,0,,0,0,0.0,2,4,5.0,0
2021,123070969,0.339196311833603,Male,25.0,Secondary,5,0,Urban,0,0,0,,0,0,1.0,2,4,5.0,0
2021,141739952,0.764882574880061,Female,30.0,Secondary,5,1,Urban,0,0,0,,1,1,1.0,2,4,1.0,0
2021,159549176,0.521202484290864,Male,38.0,Secondary,3,1,Rural,1,1,0,,1,0,1.0,1,4,1.0,1
2021,121020440,2.65727033473869,Female,22.0,Primary or less,2,0,Urban,1,0,1,,1,1,1.0,1,4,1.0,1
2021,115893482,3.00413110804992,Male,69.0,Primary or less,4,0,Urban,0,0,0,,1,0,1.0,2,4,3.0,0
2021,167113969,0.685866642605605,Male,19.0,Secondary,5,0,Rural,1,0,1,,0,0,1.0,2,4,2.0,1
2021,190580307,3.00345916539225,Female,42.0,Primary or less,3,1,Rural,0,0,0,,0,0,1.0,2,4,1.0,0
2021,127618142,0.764882574880061,Female,33.0,Secondary,3,1,Rural,1,1,1,,1,1,1.0,1,4,1.0,1
2021,189997964,0.827966695785534,Male,21.0,Secondary,3,1,Urban,1,1,0,,1,1,1.0,2,4,1.0,1
2021,183793796,0.353960525770217,Female,36.0,Secondary,3,1,Rural,1,1,1,,1,1,1.0,1,4,1.0,1
2021,174984168,1.19980943118504,Female,35.0,Secondary,4,1,Urban,1,0,1,,1,1,1.0,1,4,2.0,1
2021,144333589,0.339196311833603,Male,30.0,Secondary,5,1,Urban,1,1,1,,1,1,1.0,1,4,1.0,1
2021,177088594,2.51572489683168,Female,67.0,Primary or less,5,0,Urban,0,0,0,,1,1,1.0,2,4,2.0,0
2021,174218503,1.08837515426334,Female,45.0,Primary or less,1,0,Rural,1,1,0,,0,0,0.0,2,4,1.0,1
2021,197942077,0.379336994980209,Male,24.0,Secondary,3,0,Rural,0,0,0,,0,0,1.0,1,4,5.0,0
2021,139548663,3.00413110804992,Female,25.0,Primary or less,4,1,Rural,1,0,1,,1,1,1.0,2,4,2.0,1
2021,149635409,0.339196311833603,Male,27.0,Secondary,5,0,Urban,1,1,1,,1,0,1.0,1,4,1.0,1
2021,156244369,0.596440903762601,Male,33.0,Secondary,4,1,Urban,1,1,1,,1,1,1.0,1,4,1.0,1
2021,162618815,0.726435628415879,Female,40.0,Secondary,5,1,Rural,1,1,1,,1,1,1.0,1,4,1.0,1
2021,210883926,0.409631981457156,Female,27.0,Secondary,4,1,Rural,1,1,1,,1,1,1.0,2,4,1.0,1
2021,185840521,0.514399981954205,Male,17.0,Secondary,5,0,Rural,0,0,0,,0,0,0.0,1,4,5.0,0
2021,154467029,0.412729663223525,Female,44.0,Secondary,5,1,Urban,1,1,0,,0,1,1.0,2,4,1.0,1
2021,189598681,0.789579649766951,Female,38.0,Secondary,3,1,Urban,0,0,0,,1,1,1.0,2,4,5.0,0
2021,203678025,0.583116923865593,Male,21.0,Secondary,3,0,Urban,1,0,1,,1,0,1.0,1,4,1.0,1
2021,142281206,1.61033983495915,Male,35.0,Primary or less,2,1,Urban,0,0,0,,0,0,1.0,2,4,5.0,0
2021,152665767,1.21970963818497,Female,32.0,Secondary,3,1,Urban,1,0,1,,1,0,1.0,1,4,1.0,1
2021,157843692,0.266955458856948,Male,27.0,Secondary,3,0,Urban,1,1,1,,1,0,1.0,1,4,1.0,1
2021,188637939,1.18190287541724,Female,26.0,Secondary,5,1,Urban,1,0,1,,1,1,1.0,1,4,1.0,1
2021,169997607,1.29960749851693,Male,20.0,Secondary,4,1,Rural,1,0,1,,1,1,1.0,1,4,5.0,1
2021,175222935,0.752931509231241,Male,39.0,Secondary,3,1,Rural,1,0,1,,1,1,1.0,1,2,1.0,1
2021,202852027,0.782956961853692,Male,18.0,Primary or less,1,1,Rural,0,0,0,,0,1,0.0,2,4,5.0,0
2021,152836167,2.0195971348969,Female,42.0,Secondary,2,1,Urban,1,1,1,,1,0,1.0,1,4,5.0,1
2021,194328160,0.736862324820991,Male,29.0,Primary or less,3,1,Rural,0,0,0,,1,1,1.0,2,4,1.0,0
2021,186003711,0.930334818933108,Male,21.0,Secondary,1,0,Urban,1,0,1,,1,1,1.0,1,4,1.0,1
2021,167345810,0.31603780140596,Male,53.0,Secondary,5,1,Urban,1,1,0,,0,0,1.0,1,4,5.0,1
2021,120382602,1.46336932665242,Male,44.0,Primary or less,1,1,Rural,0,0,0,,0,0,0.0,2,4,5.0,0
2021,142098018,1.60153319234936,Female,37.0,Primary or less,1,1,Rural,0,0,0,,1,1,1.0,2,4,4.0,0
2021,184921722,2.8849848431686,Female,16.0,Secondary,2,1,Urban,0,0,0,,1,0,1.0,1,4,5.0,0
2021,198706764,0.86235352651753,Male,22.0,Primary or less,1,0,Rural,0,0,0,,0,0,1.0,2,4,5.0,0
2021,124193636,0.366867476461397,Female,37.0,Secondary,4,1,Rural,1,0,1,,1,1,1.0,2,4,1.0,1
2021,136609767,0.335467239899833,Female,22.0,Secondary,5,1,Urban,1,0,1,,1,1,1.0,1,4,1.0,1
2021,202368493,0.579311483500934,Male,40.0,Secondary,5,1,Urban,1,0,1,,1,0,1.0,2,4,1.0,1
2021,132496692,0.472814544491806,Female,37.0,Secondary,4,1,Urban,1,1,1,,1,1,1.0,1,4,1.0,1
2021,158269517,0.344335344659746,Male,36.0,Tertiary+,5,1,Urban,1,1,1,,1,1,1.0,1,4,1.0,1
2021,125702920,2.71146293154425,Female,26.0,Primary or less,1,1,Rural,1,0,1,,1,1,1.0,2,4,5.0,1
2021,151596556,0.502334861409901,Female,23.0,Secondary,5,1,Urban,1,1,1,,1,0,1.0,1,3,1.0,1
2021,179473913,0.620223212622071,Male,20.0,Secondary,2,0,Urban,0,0,0,,0,0,0.0,2,4,1.0,0
2021,153370683,0.654174356882506,Male,20.0,Secondary,2,0,Urban,1,1,0,,1,1,1.0,2,4,5.0,1
2021,155684932,0.680136376424295,Male,60.0,Primary or less,3,1,Rural,0,0,0,,0,0,0.0,2,4,5.0,0
2021,171231395,0.346771984300697,Male,33.0,Secondary,3,1,Urban,1,0,1,,1,0,1.0,1,4,1.0,1
2021,124788664,1.18449986425765,Male,36.0,Secondary,4,1,Urban,1,1,1,,1,1,1.0,1,4,1.0,1
2021,135042742,1.35424012192062,Male,70.0,Primary or less,2,1,Rural,0,0,0,,0,0,1.0,3,4,5.0,0
2021,158885095,2.2622236939902,Female,61.0,Primary or less,3,0,Rural,1,1,1,,0,1,1.0,2,4,1.0,1
2021,112964557,1.0270155306639,Female,26.0,Primary or less,1,1,Rural,1,0,1,,0,1,1.0,1,4,3.0,1
2021,187153535,0.624363523224295,Male,24.0,Secondary,1,1,Urban,1,0,1,,1,1,0.0,2,4,1.0,1
2021,134371836,0.773746914028156,Male,41.0,Secondary,5,1,Urban,0,0,0,,1,0,1.0,2,4,3.0,0
2021,196473477,1.14728438273232,Female,35.0,Primary or less,2,1,Urban,1,1,0,,0,0,0.0,2,4,5.0,0
2021,169479256,0.316875718980939,Male,20.0,Secondary,4,1,Urban,0,0,0,,0,1,1.0,2,4,2.0,0
2021,203773606,0.975434861158076,Female,34.0,Secondary,5,1,Urban,1,1,1,,1,1,1.0,1,4,1.0,1
2021,179467572,0.378333910439822,Male,49.0,Secondary,5,1,Rural,1,1,0,,0,1,1.0,2,4,5.0,1
2021,160324420,3.00413110804992,Female,41.0,Primary or less,1,1,Urban,1,0,1,,0,1,1.0,2,4,1.0,1
2021,167623566,1.24542502525891,Male,49.0,Secondary,2,1,Urban,1,1,0,,0,1,1.0,1,4,5.0,0
2021,189274355,1.10529348723149,Male,25.0,Primary or less,1,1,Rural,0,0,0,,1,0,1.0,2,4,5.0,0
2021,172851669,1.07745980320531,Male,35.0,Primary or less,3,0,Urban,0,0,0,,0,1,1.0,2,4,1.0,0
2021,144341636,0.97870227055348,Male,57.0,Secondary,1,0,Rural,1,0,1,,0,1,1.0,2,4,1.0,1
2021,210382764,0.96587431394829,Male,38.0,Primary or less,4,1,Rural,1,0,1,,1,1,1.0,2,4,1.0,1
2021,162773736,0.736862324820991,Male,28.0,Primary or less,2,0,Rural,0,0,0,,0,1,0.0,2,4,5.0,0
2021,136200727,0.651466646301679,Female,17.0,Secondary,5,0,Urban,1,1,1,,1,1,1.0,1,4,1.0,1
2021,198173821,0.392575462040378,Female,22.0,Secondary,3,1,Rural,0,0,0,,0,1,1.0,2,4,2.0,0
2021,146897856,0.386813556467066,Female,33.0,Secondary,1,1,Rural,1,0,1,,1,1,1.0,2,4,2.0,1
2021,133198291,2.70608732469717,Male,55.0,Primary or less,5,1,Urban,1,1,0,,1,1,1.0,1,4,1.0,1
2021,210496871,0.736862324820991,Male,25.0,Primary or less,2,1,Urban,1,0,1,,1,1,1.0,2,4,5.0,1
2021,112696623,1.36027275284859,Male,65.0,Primary or less,2,1,Rural,0,0,0,,1,0,0.0,3,4,3.0,0
2021,160457321,0.266955458856948,Male,25.0,Secondary,5,0,Rural,0,0,0,,0,0,1.0,1,4,3.0,0
2021,138101698,1.42114995417488,Male,52.0,Secondary,3,0,Rural,0,0,0,,0,0,1.0,1,4,5.0,0
2021,180166981,0.588863193060567,Female,17.0,Primary or less,1,1,Rural,0,0,0,,0,1,1.0,2,4,5.0,0
2021,124452997,1.2637658683022,Male,29.0,Secondary,3,1,Urban,0,0,0,,1,1,1.0,2,4,1.0,0
2021,111741908,1.07531392593352,Female,63.0,Secondary,3,1,Urban,1,0,1,,0,0,1.0,1,4,5.0,1
2021,169809804,0.561839872436888,Male,46.0,Secondary,5,1,Rural,0,0,0,,0,0,0.0,2,4,5.0,0
2021,149102663,0.296124966064412,Male,42.0,Secondary,3,1,Urban,0,0,0,,1,1,0.0,2,4,1.0,0
2021,191176765,0.411010790989823,Female,19.0,Secondary,5,1,Rural,0,0,0,,1,1,1.0,1,4,1.0,0
2021,154445433,1.72801190577713,Female,23.0,Secondary,4,0,Urban,1,0,1,,0,0,1.0,1,4,3.0,1
2021,185096502,1.01979906893348,Female,40.0,Primary or less,1,1,Rural,0,0,0,,0,1,0.0,2,4,4.0,0
2021,167934229,0.704158846249084,Female,40.0,Secondary,5,1,Urban,1,1,1,,1,0,1.0,1,4,1.0,1
2021,157181173,0.552696609946793,Male,21.0,Secondary,4,1,Urban,1,0,1,,0,0,1.0,1,4,1.0,1
2021,207540700,1.42491787851174,Male,16.0,Secondary,5,1,Rural,1,0,1,,1,0,1.0,1,4,1.0,1
2021,190710439,1.95739240463423,Male,20.0,Primary or less,2,1,Rural,0,0,0,,0,0,1.0,2,4,5.0,0
2021,112837398,0.929859504694768,Male,15.0,Secondary,5,0,Urban,0,0,0,,1,0,1.0,1,4,1.0,0
2021,192635026,0.266955458856948,Female,33.0,Secondary,5,1,Urban,1,1,1,,0,1,1.0,1,5,6.0,1
2021,147271161,0.593577838635182,Male,22.0,Secondary,4,0,Rural,0,0,0,,0,0,1.0,2,4,5.0,0
2021,166347312,1.84435038263141,Male,56.0,Primary or less,5,1,Urban,0,0,0,,1,1,1.0,2,4,2.0,0
2021,155713067,0.312181761612147,Male,22.0,Secondary,4,1,Urban,1,0,1,,1,0,1.0,1,4,1.0,1
2021,116359447,0.288283874005613,Female,54.0,Secondary,5,1,Rural,1,1,0,,1,0,1.0,2,4,2.0,1
2021,166149014,0.456584675196702,Male,56.0,Secondary,3,1,Urban,1,1,1,,0,1,1.0,2,1,4.0,1
2021,196831506,1.17521135814985,Male,28.0,Primary or less,2,1,Urban,1,0,1,,0,0,1.0,1,4,1.0,1
2021,176871001,0.805881907256172,Male,38.0,Primary or less,3,0,Rural,1,0,1,,1,0,1.0,2,4,5.0,1
2021,164579584,0.619906336463179,Male,20.0,Secondary,5,0,Urban,1,1,1,,1,0,1.0,1,4,3.0,1
2021,181927811,0.86235352651753,Male,18.0,Primary or less,3,1,Rural,0,0,0,,0,0,1.0,2,4,5.0,0
2021,114359187,0.570515814421254,Male,28.0,Secondary,2,1,Urban,1,1,0,,1,1,1.0,1,4,1.0,1
2021,134326085,0.86235352651753,Male,22.0,Primary or less,3,1,Rural,0,0,0,,0,0,1.0,2,4,5.0,0
2021,127641628,2.3652158340395,Female,84.0,Primary or less,5,1,Rural,0,0,0,,1,0,1.0,1,4,3.0,0
2021,129107306,1.19980943118504,Female,36.0,Secondary,4,1,Urban,0,0,0,,0,0,1.0,2,4,5.0,0
2021,176455797,0.634595128390845,Male,55.0,Primary or less,2,1,Urban,1,0,1,,0,1,1.0,2,4,5.0,1
2021,176197396,0.266955458856948,Male,21.0,,4,0,Urban,0,0,0,,0,0,1.0,2,4,5.0,0
2021,119356412,0.921161016577987,Male,20.0,Secondary,5,1,Urban,1,1,1,,0,0,1.0,1,4,1.0,1
2021,153982854,0.901037089424177,Male,24.0,Secondary,4,1,Urban,1,0,1,,1,1,1.0,1,4,1.0,1
2021,190598532,0.565995518225317,Male,55.0,Secondary,4,0,Urban,0,0,0,,1,0,0.0,2,4,5.0,0
2021,139755998,0.266955458856948,Male,33.0,Secondary,5,1,Rural,1,1,0,,1,1,1.0,1,1,1.0,1
2021,197929887,1.1949241910478,Female,19.0,Secondary,5,0,Rural,0,0,0,,0,0,1.0,1,4,3.0,0
2021,193813270,0.330259684796383,Female,35.0,Secondary,3,0,Urban,1,1,0,,1,1,1.0,1,4,1.0,1
2021,112125035,0.266955458856948,Male,29.0,Secondary,4,1,Rural,1,0,1,,1,0,1.0,1,4,1.0,1
2021,122799003,1.54749382805631,Male,42.0,Primary or less,1,1,Urban,1,0,1,,0,0,1.0,2,4,3.0,1
2021,138620428,1.01979906893348,Female,37.0,Primary or less,1,0,Rural,1,0,1,,0,1,1.0,2,4,1.0,1
2021,179067228,0.266955458856948,Male,24.0,Secondary,5,1,Urban,1,1,1,,1,0,1.0,1,4,1.0,1
2021,178279312,0.864005952888565,Female,22.0,Secondary,5,0,Urban,1,1,1,,1,1,1.0,1,4,1.0,1
2021,170843433,0.662706090448953,Male,25.0,Secondary,1,1,Rural,1,0,1,,1,1,1.0,1,4,5.0,1
2021,201878605,0.948113404217879,Male,47.0,Secondary,5,1,Urban,1,1,0,,1,0,1.0,2,4,5.0,0
2021,124692495,1.48062483032206,Male,36.0,Secondary,4,1,Urban,1,0,1,,1,0,1.0,1,4,1.0,1
2021,111412838,0.58370911892606,Male,29.0,Secondary,4,0,Rural,0,0,0,,1,0,0.0,2,4,1.0,0
2021,182894565,0.277892565854927,Female,24.0,Secondary,5,1,Rural,1,1,1,,1,0,1.0,1,4,1.0,1
